GENE	TEST_STAT	META_PVAL	-log10	GNE_PVAL	UKB_ALL_PVAL	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
APBB1	2.793114029774533	0.5930219386363722	0.22692923976815654	0.640854698124253	0.386121	81.0	137.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PABPC3	2.7926469740864013	0.5931026425754317	0.22687014095845198	0.364489665668295	0.679046	51.0	146.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
OBSCN	2.792318892364526	0.5931593359890179	0.22682862966137862	0.616274739950113	0.401681	1209.0	2467.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
KCNU1	2.7922095515890746	0.5931782309586422	0.2268147955196084	0.682376547357025	0.36279	120.0	217.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ZSCAN21	2.792186590620674	0.5931821988367745	0.226811890453771	0.848859487292965	0.291641	61.0	125.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CR2	2.7919525912527825	0.5932226369350377	0.22678228497272157	0.299225558506647	0.82744	110.0	218.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CTD-2287O16.3	1.0442670689383453	0.5932534700463231	0.22675971283660293	0.593253470046323	NA	18.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
KCNMB1	2.7917617019845022	0.5932556260479885	0.2267581345265346	0.838937190235725	0.295153	35.0	60.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
HRH2	2.7915905458540204	0.5932852056776463	0.22673648121365012	0.360221425132316	0.687455	21.0	43.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CPEB1-AS1	1.0441338084055656	0.5932930000000001	0.22673077567958205	NA	0.593293	NA	163.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SLC35F4	2.7914812735713146	0.5933040907617096	0.22672265724300705	0.894577797743542	0.276834	37.0	95.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
C15orf61	2.791370558798497	0.5933232254438441	0.22670865101417478	0.27035614326944	0.916063	12.0	43.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SNAP29	2.790917703287873	0.5934014949658278	0.22665136389280047	0.289775641863242	0.854866	32.0	64.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SLC50A1	2.790703011222686	0.593438603137678	0.2266242062760346	0.706648270139818	0.350593	21.0	37.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
IARS1	1.0434563490066275	0.5934940000000001	0.22658366724024592	NA	0.593494	NA	239.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
GPR137C	2.790082685755225	0.593545828830584	0.2265457426911386	0.412379551396499	0.600958	28.0	69.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TMEM37	2.7897508735393934	0.5936031877415289	0.22650377549378936	0.329772464012558	0.751621	25.0	45.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
AC007906.1	1.0430414969642308	0.593617118867612	0.2264935832638364	0.593617118867612	NA	10.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ZBTB10	2.789407071195889	0.5936626221746174	0.22646029399852288	0.469754803410049	0.527736	62.0	150.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
UGT3A2	2.7893140936935024	0.5936786960497157	0.22644853529838965	0.404773408804232	0.612486	57.0	104.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NDUFV3	2.7892851028855867	0.5936837080002892	0.22644486891570773	0.428465384026568	0.578627	51.0	100.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TMCC2	2.7890047488481335	0.5937321768573969	0.22640941418166527	0.319506321172401	0.776061	70.0	140.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LRRC75B	2.7886233616291394	0.5937981158676751	0.2263611847621535	0.696295324008337	0.356176	33.0	83.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SKI	2.788515973558783	0.5938166831070646	0.22634760519137234	1.0	0.248017	65.0	138.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
AKTIP	2.7884744193204134	0.5938238678494001	0.22634235058138494	0.420167159300793	0.590294	23.0	40.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
C4orf54	1.0421122210516538	0.593893	0.2262917935633375	NA	0.593893	NA	343.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TSFM	2.7878147800385724	0.5939379253641581	0.22625894235977975	0.843274371467533	0.294215	44.0	103.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ARPC1B	2.787571932506541	0.5939799185459389	0.22622823753077825	0.776088428609323	0.319724	23.0	82.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
DPCR1	1.0414687771017388	0.594084099167626	0.22615207148490646	0.594084099167626	NA	42.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SIGLEC5	2.7868267825978013	0.594108778817702	0.22613403024590656	0.403886400837311	0.614595	42.0	84.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ROCK2	2.786741330889407	0.5941235570199778	0.22612322749040567	0.621361856400038	0.399505	69.0	146.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
GTF2A1L	2.786675622819515	0.5941349208361753	0.2261149208083831	0.314830374148138	0.788505	50.0	116.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
GOPC	2.7864601176619352	0.5941721918990169	0.22608767765422094	0.828891519792209	0.299523	28.0	62.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ATG4B	2.7860624869881465	0.5942409640766537	0.22603741335490837	0.331616111553892	0.748822	45.0	106.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MSMB	2.7858886856726395	0.594271025079336	0.22601544415694097	0.485564667104877	0.511452	8.0	21.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
FAHD1	2.785884388537564	0.5942717683292431	0.22601490098872676	0.585925977478832	0.423848	36.0	78.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TNS2	2.785304938229067	0.5943719965296342	0.22594166028238394	0.277479556709324	0.895257	141.0	336.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MAGI2	2.78521982285258	0.5943867197260289	0.2259309025014095	0.480931421649603	0.516552	96.0	256.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SCAMP2	2.785016683909309	0.5944218592677029	0.22590522820982084	0.611498727547656	0.406299	42.0	62.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CRH	2.7849452721179713	0.5944342125177919	0.22589620281393855	0.61509944134385	0.403935	16.0	39.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NCBP2-AS1	1.0401734177405162	0.594469	0.2258707877735761	NA	0.594469	NA	17.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CDH20	2.7846202305215506	0.5944904417793389	0.22585512357827586	0.820442595793666	0.302886	69.0	142.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
THEMIS	2.784305778925831	0.5945448415168939	0.22581538462992753	0.467049861772521	0.532148	54.0	131.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
OR14A16	2.7841900780537316	0.5945648582311955	0.2258007633572734	0.248554028385541	1.0	20.0	41.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
OR4X2	1.0395914703824627	0.5946420000000001	0.22574441951039564	NA	0.594642	NA	89.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
EFCAB6	2.7835412842365295	0.5946771082017333	0.2257187791281273	0.704754792070973	0.352796	158.0	315.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ZNF649	2.783508454707066	0.5946827884200396	0.2257146308674141	0.437193942372905	0.568715	34.0	83.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
AP1S1	2.7834806870562145	0.5946875928444058	0.22571112222952672	0.322059959584334	0.772037	10.0	32.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PGM5-AS1	1.0390634912698822	0.5947990000000001	0.22562977030281864	NA	0.594799	NA	15.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TCIRG1	2.7826432526683305	0.5948324965348843	0.22560531338433704	0.847194043784033	0.293612	96.0	248.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
OTULINL	1.038939083363215	0.5948360000000001	0.22560275546913333	NA	0.594836	NA	57.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MAPK3	2.7825719627523706	0.5948448328233148	0.22559630660264846	0.416705398034187	0.596957	49.0	93.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
AWAT1	1.0385927994010968	0.5949390000000001	0.2255275608621736	NA	0.594939	NA	34.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
DFNA5	1.0385537435051242	0.5949506180512849	0.2255190799821204	0.594950618051285	NA	73.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ARMC10	2.781956919342294	0.5949512674976809	0.22551860590776268	0.836372574248526	0.297513	16.0	64.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
HBG1	2.781597890992491	0.5950134024312217	0.22547325185738343	0.63169962488294	0.393979	6.0	15.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ST3GAL1	2.781375413067905	0.5950519069554061	0.22544514868984206	0.394586646421272	0.630797	21.0	61.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
KRTAP23-1	2.781345699056012	0.5950570496865686	0.22544139531960933	0.465046504692095	0.535232	2.0	12.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TSEN2	2.781285818686336	0.5950674135035434	0.22543383149134943	0.635085021318539	0.39194	67.0	112.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NALCN-AS1	2.7809364202078815	0.5951278875115296	0.22538969835123845	0.505061007600235	0.492928	2.0	21.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
FCGR2B	2.7805979445393687	0.595186473825021	0.22534694710247366	0.425518094972472	0.585171	18.0	40.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
GPR32	2.7804452634466483	0.5952129021079297	0.22532766339371615	0.715185886801699	0.348189	27.0	66.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
DRAXIN	2.7802473686166884	0.595247157490322	0.22530266982348648	0.412485134687882	0.603766	33.0	76.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
KCTD3	2.779492009600329	0.5953779180678412	0.2252072769098629	0.24913857659849	1.0	41.0	107.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
DCAF10	2.7792812401174154	0.5954144069504924	0.22518066115150057	0.318087774215781	0.783321	22.0	67.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
GABRR2	2.778402565895643	0.5955665366051449	0.22506971215560562	0.511721381388857	0.487129	54.0	99.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ZNF154	2.7783336682150006	0.5955784660278197	0.22506101316022106	0.750205883347162	0.332286	35.0	79.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
BYSL	2.778184570543298	0.5956042822277864	0.22504218845308452	0.538271445653931	0.463152	46.0	102.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PRAP1	2.7780115547148476	0.5956342405224053	0.22502034442807273	0.565471259758997	0.440912	14.0	41.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
AKR1C3	2.7779593072821616	0.5956432874904394	0.2250137480671026	0.520648211385534	0.478883	46.0	117.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
UBE2L3	2.777452855594212	0.595730986181014	0.22494981004477457	0.550854406080786	0.452738	4.0	9.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PRKAR2B	2.77730216946001	0.5957570806432329	0.2249307873096466	0.803084399890088	0.310567	17.0	60.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TSEN15	2.7771661969715504	0.5957806276016078	0.22491362240748963	0.718631787757308	0.347088	17.0	28.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ENOX1	2.7769243226320186	0.5958225151600447	0.22488308953149388	0.572537592800763	0.435707	46.0	99.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LOC107986876	1.0351701683971157	0.5959580000000001	0.22478434598286362	NA	0.595958	NA	23.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LOC101929586	1.0348312470554177	0.5960590000000001	0.22471075014861427	NA	0.596059	NA	4.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LFNG	2.775245352814448	0.5961133165399564	0.22467117638353326	0.83434080214287	0.29924	31.0	113.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MRPS18B	2.7746172911630387	0.5962221157753553	0.22459191864041908	0.290828394835407	0.858742	22.0	65.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
FNDC5	2.774327541025866	0.5962723124606677	0.22455535638413063	0.77739831222713	0.321306	18.0	59.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
UGGT1	2.774242054021307	0.5962871227267479	0.22454456947214166	0.808191547497347	0.309077	94.0	225.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ITM2C	2.774031576694825	0.5963235877964137	0.22451801163830154	0.322247801954016	0.775241	37.0	71.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
EPO	2.77368618225529	0.5963834294946917	0.22447443191755723	0.436755216634572	0.572089	20.0	47.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SAAL1	2.773541763991232	0.5964084516965815	0.22445621079385783	0.56076394086412	0.445608	36.0	94.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CMPK2	2.7733805510073704	0.5964363843809923	0.22443587116486388	0.842660357682342	0.296562	38.0	178.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CLEC2A	2.773140215757698	0.5964780274077965	0.22440554990027115	0.741980901529559	0.336843	16.0	27.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
METTL3	2.773129108389062	0.5964799520216737	0.22440414859494265	0.350233824432265	0.713616	43.0	71.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TMEM129	2.77254435963967	0.5965812777565274	0.22433038002962644	0.297189770938951	0.841232	31.0	108.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
DNAJC8	2.7719197975279104	0.5966895115001315	0.22425159603833944	0.742090123631454	0.336999	9.0	40.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TRNP1	1.032705071422227	0.596693	0.22424905697608838	NA	0.596693	NA	58.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
VAC14	2.7718753662644082	0.5966972115925853	0.22424599163936607	0.499080393935763	0.5011	57.0	167.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
AARS2	2.771828484290464	0.596705336453329	0.22424007815745994	0.520833866757308	0.480182	108.0	210.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
BCKDHA	2.771479347262659	0.5967658451667959	0.22419604089741893	0.370665925260402	0.674836	51.0	102.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PRXL2A	1.0323933776255594	0.596786	0.22418137352812026	NA	0.596786	NA	42.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CYP27B1	2.771112837039676	0.5968293679810351	0.2241498148277745	0.479542573505976	0.521715	46.0	117.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PAIP2	2.770681174101367	0.5969041870870256	0.22409537466434407	0.815154445894671	0.306983	10.0	19.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
BCAS1	2.7702477041092326	0.5969793239254664	0.22404071017812818	0.856897137184836	0.292092	64.0	133.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ABTB1	2.770145629969861	0.5969970179153578	0.22402783822764818	0.906027767093361	0.276267	65.0	119.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PPDPFL	1.0315289329256725	0.5970439999999999	0.2239936617465846	NA	0.597044	NA	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
VPS28	2.7697788944520627	0.5970605915688856	0.22398159307711546	0.410079485191407	0.610495	24.0	54.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
DAPL1	2.769503317912858	0.597108364932707	0.22394684471393334	0.39338308481329	0.636494	27.0	33.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ADIPOR1	2.76942849245969	0.5971213368301703	0.22393740997373215	0.875376572691315	0.286043	13.0	47.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
DLG1	2.7694133296034837	0.5971239655111478	0.2239354981024592	0.280196721017462	0.893648	81.0	179.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NEFM	2.7692327010103366	0.5971552802843696	0.22391272313879257	0.79661482978029	0.314355	75.0	140.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ADIPOR2	2.7692278490967075	0.5971561214498214	0.2239121113829078	0.341555261995498	0.733177	11.0	28.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
GPR22	2.7692272202020707	0.5971562304799245	0.22391203208845514	0.861605748159702	0.290644	19.0	55.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
RAB40A	1.0311001997635303	0.5971720000000001	0.22390056352332083	NA	0.597172	NA	43.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ZBTB44	2.7690846432928016	0.5971809489761191	0.22389405541204516	0.70938687041752	0.353035	39.0	110.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ALKBH2	2.76903379122167	0.597189765295788	0.223887643870072	0.425078477008128	0.589173	39.0	57.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MMP21	2.7690067107609604	0.5971944603118411	0.2238842295256415	0.784602174900785	0.319204	48.0	124.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TVP23A	2.7689174299029187	0.5972099393117245	0.22387297296255915	0.289127539222747	0.866259	16.0	72.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ANXA3	2.76840246630146	0.5972992244737085	0.22380804913541183	0.314716963857694	0.796029	43.0	74.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
AADAT	2.7680260902120506	0.5973644851613329	0.22376060087642471	0.287711020227987	0.870912	32.0	52.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
VIPR2	2.767968056200183	0.5973745481110369	0.22375328499671124	0.707410531264278	0.354219	69.0	149.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
STX1A	2.7677136078257183	0.597418669766715	0.22372120950228186	0.310758341981847	0.806447	23.0	79.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SLC16A1	2.7671726551297273	0.5975124767916029	0.2236530216849777	0.630526841623722	0.397569	25.0	73.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SP140L	2.767121039816274	0.5975214278106545	0.2236465157972926	0.558541052962976	0.44882	42.0	117.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CHUK	2.7665756424557033	0.597616013386322	0.22357777392334607	0.777737764967604	0.322413	44.0	80.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TRIM6	2.766343365230888	0.5976562982507038	0.2235484994322673	0.250781889785967	1.0	49.0	112.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CCDC107	2.7652450287423216	0.5978468051463834	0.22341008725412506	0.524598478509926	0.478308	31.0	55.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
GNG4	2.7649245750258116	0.5979023934269239	0.22336970807838585	0.895559158636486	0.280227	8.0	14.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PKN2-AS1	1.0284527997108233	0.597963	0.22332568790618046	NA	0.597963	NA	3.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
GPX3	2.7643959636497617	0.5979940956649699	0.22330310402627454	0.311384692674554	0.806161	25.0	66.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ZNF799	2.7641058735541817	0.5980444226498047	0.22326655548459662	0.440184249152945	0.570358	66.0	138.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
DUSP3	2.7639092689962106	0.5980785322163789	0.22324178613043114	0.634257417014416	0.395876	27.0	42.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
RP11-458D21.5	1.0279232555396955	0.5981213448723259	0.2232106988504581	0.598121344872326	NA	3.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NOTCH2NL	1.0279232555396955	0.5981213448723259	0.2232106988504581	0.598121344872326	NA	3.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
THOC5	2.7631933713516363	0.5982027434659277	0.22315159954712535	0.308245811188377	0.81486	39.0	99.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ANKRD39	2.7631864986244197	0.5982039359725053	0.22315073378962802	0.401793584245772	0.625142	18.0	40.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
DSP	2.76281578413316	0.5982682613822194	0.22310403622227346	0.626318785051326	0.401113	237.0	523.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PGAM2	2.762701203323598	0.5982881438109088	0.22308960342323458	1.0	0.251239	47.0	66.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LAMTOR3	2.7622380925598686	0.5983685074761771	0.2230312717432385	0.788756971862929	0.318599	7.0	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PLXNA3	2.7621477968156256	0.5983841771055827	0.2230198989112869	0.506298861858905	0.496364	15.0	286.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
EXOC8	2.761973165977359	0.598414482526378	0.2229979044397523	0.450426755537758	0.557983	37.0	106.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LGALS13	2.7619235299944025	0.5984230964838735	0.22299165297460227	0.553794158644796	0.453845	18.0	35.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NLGN3	1.0268346252508873	0.598447	0.22297430578682692	NA	0.598447	NA	49.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SERPIND1	2.7617527535466277	0.5984527339230035	0.22297014468452317	0.335041929919663	0.750229	52.0	101.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
HIST4H4	1.026699698270474	0.5984873746852171	0.22294500676530016	0.598487374685217	NA	8.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LOC102723385	1.0265539183368488	0.5985310000000001	0.22291335105492738	NA	0.598531	NA	10.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TMPRSS11D	2.761203531033682	0.5985480536060241	0.22290097712361354	0.291818033080325	0.861589	39.0	66.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
