GENE	TEST_STAT	META_PVAL	-log10	GNE_PVAL	UKB_ALL_PVAL	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
CDHR1	2.8295042453244985	0.5867505648679039	0.23154648363155034	0.718990858716727	0.337954	114.0	226.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
GEN1	2.8288629942782584	0.5868607897930038	0.23146490623935873	0.315264333136148	0.770984	66.0	162.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TOR1A	2.828848072137035	0.5868633548897482	0.23146300799543718	0.504280184108581	0.482005	31.0	66.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
UBE2Q2L	2.8287109992559536	0.5868869178027548	0.23144557116353892	0.357028106909365	0.680849	4.0	12.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
POMGNT2	2.828556220372578	0.5869135249572361	0.23142588239881975	0.559724081586994	0.434323	82.0	149.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TNKS1BP1	2.8284002047929135	0.5869403453155402	0.23140603677082278	0.243120006801803	1.0	179.0	354.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
RPS3	2.8283570602175168	0.5869477623302302	0.2314005487374555	0.625574760160623	0.388643	5.0	23.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
EXOC7	2.8282886059891297	0.5869595304415522	0.23139184136193916	0.899888124046989	0.270182	61.0	190.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SATL1	2.8281496258553176	0.586983423173437	0.2313741633621954	0.646878068671824	0.375883	12.0	78.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PTGFRN	2.8278031647359185	0.587042987059075	0.231330095755794	0.555586865240868	0.437722	64.0	169.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
KIF6	2.8276514985484233	0.5870690625875938	0.23131080550465705	0.545449530430096	0.445891	98.0	151.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
GPM6B	2.8275954865399426	0.5870786927163987	0.23130368150892286	0.73877220949492	0.329219	2.0	25.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PRKCDBP	1.0651644014918764	0.5870870341371679	0.23129751094385098	0.587087034137168	NA	32.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MS4A13	2.827203477333425	0.5871460929578984	0.23125382469555705	0.681564948441876	0.356922	15.0	34.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PDLIM1	2.8271536021270425	0.5871546685463443	0.231247481634455	0.523153461350367	0.46501	29.0	51.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ZNF564	2.8271176276833807	0.5871608540638188	0.23124290648228307	0.297837759571064	0.816807	53.0	112.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SPIC	2.8262715462893326	0.5873063403670464	0.23113531063063722	0.704133757340325	0.345643	17.0	38.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NR1H3	2.8260312436940263	0.5873476644205246	0.2311047538737885	0.427707917842719	0.569099	42.0	125.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
GUCY2D	2.8260133744741234	0.5873507373899602	0.23110248167580663	0.719214756877763	0.338439	100.0	244.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MICAL1	2.8256683533896623	0.5874100722330837	0.23105861096652866	0.289020435517319	0.842336	164.0	278.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ACSM6	2.825600497214885	0.5874217421196876	0.23104998306371785	0.385155396344852	0.63211	38.0	82.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
FAM163A	2.82498767203352	0.587527140868455	0.2309720663206582	0.312661123543144	0.778911	8.0	27.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
FAHD2B	2.824789224621176	0.5875612735193649	0.2309468365221757	0.568739676593189	0.428244	32.0	51.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ANKRD42	2.8247591671271164	0.587566443448533	0.23094301519845553	0.569972701000642	0.427324	57.0	96.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MAG	2.823897062451029	0.5877147362601949	0.2308334197224718	0.71556574559945	0.340525	55.0	141.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
EFCAB7	2.8233056677134787	0.5878164743550809	0.23075824640011391	0.444062417525094	0.548887	40.0	104.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SRRM1	2.823190544073736	0.5878362801842651	0.23074361357202447	0.821550787647301	0.2967	68.0	175.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LRTOMT	2.8229268740350704	0.587881643134497	0.23071010063735267	0.821398869728764	0.296794	72.0	207.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
GPR25	2.822289717158805	0.5879912695949786	0.2306291222144631	0.390520953466073	0.624458	24.0	82.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SLC41A1	2.8222502504844678	0.5879980603952507	0.23062410651064552	0.303596877563721	0.803265	38.0	77.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
POLR2J2	1.0617777700485018	0.588082	0.23056211326980208	NA	0.588082	NA	15.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
HYPK	2.8211316425666357	0.5881905489608638	0.2304819580117457	0.674287745528021	0.361871	17.0	30.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PACS2	2.820363343818117	0.5883227749451596	0.2303843390312907	0.720257692290744	0.338905	71.0	170.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
RPL32P3	1.0609175308513445	0.588335	0.23037531470158093	NA	0.588335	NA	2.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LGI1	2.819670079562694	0.5884421000020268	0.23029626329920339	0.611170915128098	0.399534	26.0	65.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TAGLN2	2.819449936102126	0.5884799937413568	0.23026829706085525	0.614682892035093	0.397295	21.0	62.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ACKR2	2.819444445733782	0.5884809388250649	0.23026759959566673	0.906860222859992	0.269293	40.0	74.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LRRCC1	2.8193085249341343	0.5885043357713384	0.23025033316951746	0.244227707243284	1.0	92.0	201.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
EID2	2.818934228614059	0.5885687682608323	0.23020278697281213	0.368102293673859	0.663602	6.0	39.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
METTL1	2.818659077414087	0.5886161358466745	0.23016783667555352	0.611001274638636	0.399847	39.0	90.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
HOXD4	2.818503759713157	0.5886428747978385	0.2301481085123551	1.0	0.244326	16.0	57.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CAP2	2.818356915207212	0.5886681555880297	0.23012945701347928	0.394456230373892	0.619445	37.0	72.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MOBP	2.8176475247876858	0.5887902920261576	0.23003935925858016	0.65911802133233	0.370845	23.0	50.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
FAM109A	1.0586480577098225	0.5890029841617112	0.2298825048704855	0.589002984161711	NA	39.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LTB	2.8163919157783783	0.5890065022648117	0.22987991084593656	0.647563603416439	0.377699	8.0	28.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MATN3	2.8161792964970913	0.5890431182480647	0.22985291347807624	0.244610128479431	1.0	47.0	98.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TAS1R2	2.815948969142824	0.5890827850796145	0.22982366857986197	0.757166734149327	0.323097	119.0	211.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PALLD	2.815741260796013	0.5891185576150775	0.22979729649183755	0.547042599030624	0.447248	101.0	258.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CYP11B1	2.815533312856984	0.5891543724924493	0.2297708947928424	0.439377174197746	0.5569	82.0	161.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SPDYE6	1.0579350616434429	0.589213	0.2297276797418619	NA	0.589213	NA	10.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
KRTAP20-2	2.8150746607203043	0.5892333699713335	0.22971266579405236	0.422061195910402	0.579881	7.0	15.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MYBPH	2.814928920651691	0.5892584730959268	0.22969416392905398	0.347881912092055	0.703581	65.0	94.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TTLL4	2.814092582059211	0.5894025392002518	0.22958799750156295	0.537211890554173	0.455808	107.0	233.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LMAN1L	2.8134162046981475	0.5895190634334353	0.2295021464466135	0.828065171147617	0.295808	46.0	89.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
FBXO43	2.8131337512559536	0.5895677270256539	0.2294662978055243	0.867334257971164	0.282455	56.0	103.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
STARD9	2.81275164770698	0.5896335623863371	0.22941780407651416	0.418009605760521	0.586182	517.0	990.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
APLNR	2.8125917515967465	0.5896611131125943	0.22939751206869513	0.38639972682385	0.634186	47.0	82.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
XRCC3	2.8125437749828226	0.5896693797952638	0.22939142357240225	0.516528729485837	0.474427	53.0	104.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
GRIA3	2.812354194715255	0.5897020462690454	0.22936736521555776	0.273919376622165	0.89471	5.0	47.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CRISP1	2.812336276594081	0.589705133777118	0.22936509138215835	0.441573938660752	0.555016	21.0	66.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
DNTTIP1	2.8123067618006456	0.5897102195489041	0.22936134592875768	0.800539011782112	0.306149	26.0	43.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MRGPRX2	2.8115818097759604	0.5898351447459098	0.22926935400448684	0.670514813853434	0.365649	26.0	59.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ADAMTS5	2.811303474736338	0.5898831114752283	0.2292340376299888	0.714200563518152	0.343331	88.0	195.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
FAM149B1	2.8112968980498096	0.5898842448884991	0.22923320316864085	1.0	0.245208	54.0	132.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CSDE1	2.8112927650817556	0.5898849571566658	0.22923267877093004	0.658980192900726	0.372103	44.0	91.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CYB5RL	2.8111275139617224	0.5899134365809272	0.22921171170253501	0.303414957946532	0.808229	40.0	70.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TGFB1I1	2.8111237410054857	0.5899140868211891	0.2292112329956867	0.552311867355793	0.444005	35.0	91.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
EEF1B2	2.811069978478923	0.5899233524214893	0.22920441171853756	0.417938430958076	0.586775	13.0	55.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
UNC13C	2.810777272136991	0.5899737995994525	0.22916727470029352	0.457224564518865	0.536436	162.0	376.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
HOXB7	2.8102752394496378	0.5900603285881414	0.22910358321632376	0.548392579329674	0.447368	18.0	54.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CALCOCO1	2.8098850017417263	0.5901275932244067	0.2290540781165868	0.397667559489587	0.617051	75.0	129.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
FAM170B-AS1	1.0546282975416288	0.5901879999999999	0.22900962504067512	NA	0.590188	NA	67.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
FAM71F1	2.8094249141963967	0.5902069026222259	0.2289957156201775	0.891456622256502	0.275322	28.0	69.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PACS1	2.809327478352577	0.5902236991830818	0.2289833563104747	0.245449577654987	1.0	46.0	153.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LY6G6F	2.8092537584931616	0.590236407600439	0.22897400538789722	0.312065989976491	0.78656	30.0	59.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CYSLTR2	2.8090567932754023	0.5902703626975621	0.22894902203043055	0.703151369084514	0.349118	36.0	64.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
KBTBD13	2.809044241189867	0.5902725266010092	0.2289474299301605	0.873765226330064	0.28095	25.0	150.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
STK32C	2.808984519215611	0.590282822360874	0.22893985486525503	0.410322203031316	0.59829	63.0	140.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
C1orf106	1.0540477555326577	0.590359339329812	0.2288835619451705	0.590359339329812	NA	78.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ATP9B	2.8084543797560224	0.5903742195462742	0.2288726155367266	0.410426865443845	0.598296	112.0	275.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
WDCP	2.808178766919401	0.5904217385489101	0.22883766074119238	0.728658171804369	0.337045	65.0	115.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CFAP161	2.8080945293489314	0.5904362625058742	0.22882697753565942	0.386554589942235	0.635359	35.0	57.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
FOXC2-AS1	1.053652575386258	0.590476	0.22879774966670094	NA	0.590476	NA	30.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
IFNGR1	2.8075730712462397	0.590526174465505	0.22876084796747378	0.83323999633439	0.294831	39.0	76.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
AACS	2.807396897541059	0.5905565525874157	0.22873850736352264	0.414248465102068	0.59309	74.0	171.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ACMSD	2.807338233019758	0.5905666684447726	0.2287310682395571	0.301205008216371	0.815703	36.0	83.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
INTS13	1.0532427785306078	0.5905969999999999	0.2287087634101459	NA	0.590597	NA	74.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
DHX58	2.806967310094648	0.5906306307715279	0.22868403378459332	0.575991767661149	0.426637	98.0	159.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CTAGE6	2.8063769234331466	0.5907324446821234	0.22860917581657175	0.550089628292156	0.446858	7.0	42.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CYP26C1	2.8060771437595724	0.5907841458718597	0.22857116781633854	0.423932788768997	0.579924	46.0	136.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ARRDC2	2.8060646568559635	0.5907862994610072	0.22856958468282876	0.509556547630029	0.482479	51.0	130.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
GSTM1	1.0525182193526084	0.590811	0.22855142738373704	NA	0.590811	NA	9.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PLEKHG6	2.8058564871727603	0.5908222026030847	0.22854319263086775	0.474438633716012	0.518246	109.0	236.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ARL10	2.8057854850335353	0.5908344486273571	0.22853419106385348	0.463841414780151	0.530105	26.0	46.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
C1orf234	1.0522095805240717	0.590902180642754	0.22848440731366976	0.590902180642754	NA	20.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SRD5A3-AS1	1.0519462061924065	0.5909800000000001	0.22842721630421114	NA	0.59098	NA	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
BRD8	2.8048437475639223	0.5909968856807861	0.22841480767240474	0.511456733835735	0.48098	91.0	151.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
OR52N1	2.804803810600042	0.5910037747554213	0.2284097452605133	0.856335077799813	0.287277	32.0	66.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ALS2CR11	1.0518251467638566	0.5910157729331941	0.22840092858331038	0.591015772933194	NA	130.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NME1-NME2	2.8044695603870684	0.5910614340325584	0.22836737686031872	0.31903789253679	0.771214	21.0	70.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TMEM105	2.8043407421652162	0.5910836563436883	0.22835104886948485	0.339002149777382	0.725843	14.0	24.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ATP6AP1L	2.803701357533135	0.5911939620643842	0.22827001009278175	0.288859931810507	0.852112	20.0	39.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NPDC1	2.8036032768008137	0.5912108837062282	0.22825757953533882	0.778795406561109	0.316069	77.0	99.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
THBS2	2.802231311759061	0.5914476105875581	0.22808371839089372	1.0	0.246322	119.0	237.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LOC100507053	1.0503562599807823	0.59145	0.22808196387109556	NA	0.59145	NA	239.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CCL3L3	2.8017568076599653	0.5915294951264483	0.2280235954970893	0.351242486795213	0.701454	3.0	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
UPK3B	2.8016598754575357	0.5915462232711317	0.22801131404998323	0.430667080430123	0.572118	26.0	94.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
FAP	2.8015977524029596	0.591556944324025	0.2280034430641903	0.73676732079959	0.334434	84.0	148.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ZNF559	2.801529274915402	0.5915687621206465	0.2279947670565046	0.279697200441585	0.880983	83.0	155.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
THUMPD2	2.8015028361482677	0.5915733249354531	0.2279914173230885	0.647729207742818	0.380424	52.0	130.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ELFN1	2.801048663997231	0.5916517088719575	0.2279338767704956	0.663796658105155	0.3713	65.0	213.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ZMYM4	2.8006595745305405	0.5917188644709922	0.22788458484659962	0.610556011085083	0.403756	68.0	170.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PCOLCE2	2.800137173207901	0.5918090351442464	0.2278184087540676	0.293718666310868	0.839511	54.0	102.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SLC41A3	2.7998682493978713	0.5918554561828105	0.22778434437002862	0.356130957221692	0.692479	64.0	118.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
OR4S1	2.7997663318131067	0.5918730494388564	0.2277714348996835	0.51050773559343	0.483099	42.0	75.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
KIZ-AS1	1.0487979864756696	0.5919109999999999	0.22774358907881237	NA	0.591911	NA	22.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NT5C1A	2.798481539522507	0.5920948552987935	0.22760871247829698	0.809258729777626	0.304951	40.0	83.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
FURIN	2.798247953634096	0.5921351858119512	0.2275791315375752	0.88444450386227	0.27906	75.0	169.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
IFI27L2	2.7980854776946407	0.592163239403513	0.2275585564531949	0.446716377985788	0.55255	11.0	24.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NAT2	2.7977194714358475	0.5922264375425438	0.22751220920176593	0.333601756158282	0.740039	30.0	77.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
KAT14	2.797620588721764	0.5922435121429692	0.22749968815005336	0.429179254541472	0.575262	89.0	151.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NOVA1	2.797399356096843	0.5922817144202221	0.22747167517432135	0.334680853483075	0.737771	41.0	56.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PLK3	2.7972453565013016	0.5923083076614677	0.22745217594215578	0.401812755057518	0.614557	48.0	129.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
RGPD8	2.796902857473202	0.5923674538004893	0.22740881075708166	0.655021502818021	0.377055	32.0	129.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TIAM2	2.7966705533366873	0.592407572032127	0.22737939905232632	0.793117822585589	0.311439	165.0	341.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
OSGIN2	2.7966331001861127	0.5924140402038108	0.2273746572561921	0.569817453533639	0.433494	39.0	74.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ATXN7L2	2.796400252614915	0.5924542538315885	0.22734517793475909	0.798971558771	0.309199	49.0	129.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
GDA	2.7963892807954482	0.5924561487378643	0.22734378888907672	0.284693243733695	0.86775	39.0	75.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PRDM4	2.795672811463913	0.592579894169511	0.22725308792071064	0.839927666250666	0.294229	60.0	127.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LOC100506100	1.0464476631201838	0.5926069999999999	0.2272332228468245	NA	0.592607	NA	3.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
C9orf84	1.0463833962511382	0.5926260428041861	0.22721926747352647	0.592626042804186	NA	134.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CDK5R1	2.794053390086606	0.592859639985827	0.22704811404711125	0.360130147402285	0.686783	16.0	42.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TNRC6A	2.7939011803411034	0.592885936663353	0.2270288510582059	0.44167528860924	0.560027	151.0	325.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LEPR	2.7938182779294527	0.5929002596253334	0.22701835948160906	0.60684053781912	0.40762	81.0	189.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
BBOX1	2.7937454113082856	0.5929128488537031	0.22700913807500883	0.530317720564893	0.466455	40.0	79.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ERI3	2.7936621039034377	0.5929272421048468	0.22699859549073234	0.671980812501089	0.368135	29.0	48.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MTRR	2.7936545891514166	0.5929285404577488	0.22699764450240958	0.593765657562396	0.41663	77.0	170.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
WARS	1.0453624691758674	0.5929286340148101	0.2269975759759186	0.59292863401481	NA	51.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MPP1	1.0452296886819343	0.592968	0.22696874305800893	NA	0.592968	NA	52.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
