GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
EIF3L	5.06289190260973	0.2809050558452572	0.5514404441165541	0.123228	0.645502	5.0	66.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
RAD9B	5.062524282429772	0.28094207011158245	0.5513832218192517	0.576365	0.138035	8.0	38.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
PCDHGB6	5.0619746607350615	0.280997417089692	0.5512976720837084	0.21517	0.369849	113.0	873.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
AKR1C1	5.061822718884229	0.28101271927776394	0.5512740224894669	0.574619	0.138503	7.0	57.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
ABL2	5.0610201212897215	0.2810935612062513	0.5511491023278907	0.100501	0.792215	23.0	159.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
LCLAT1	5.060685512136727	0.2811272706282877	0.5510970238022753	0.293224	0.271573	4.0	54.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
RHBDD2	5.0605778476396575	0.28113811776335135	0.5510802671211761	0.261309	0.304758	7.0	47.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
APOL1	5.060447481582082	0.28115125254005435	0.5510599773510134	0.826626	0.0963449	10.0	21.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
MAF1	5.059485881651769	0.2812481526535359	0.5509103214850625	1.0	0.0796795	4.0	28.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
CDH16	5.058827278514895	0.2813145361360546	0.5508078263112598	0.425449	0.187345	11.0	116.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
ZCCHC14	5.0577046688797385	0.28142771932778116	0.5506331287981564	0.109659	0.727259	6.0	177.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
MBD3L1	2.5354943461157897	0.281465	0.5505756017074905	NA	0.281465	NA	8.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
DDX27	5.056082307068111	0.2815913561600793	0.5503806806009344	0.871289	0.0916059	12.0	135.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
PHF11	2.534379065499697	0.281622	0.5503334215988193	NA	0.281622	NA	25.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
SCHIP1	5.055731425852151	0.2816267577662908	0.550326084621621	0.357993	0.222991	6.0	90.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
ZNF776	5.055697696706426	0.28163016101296423	0.5503208365325108	0.12664	0.630374	6.0	36.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
KRTAP10-3	5.055533515326952	0.28164672729209544	0.5502952908594545	0.727611	0.109725	11.0	48.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
LOC101928540	2.5332218203497594	0.28178500000000006	0.5500821290074055	NA	0.281785	NA	11.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
