GENE	TEST_STAT	META_PVAL	-log10	GNE_PVAL	UKB_CASE_PVAL	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
VPS37C	4.667076215136455	0.32319356175092795	0.49053729927088907	0.740804992105984	0.130874	50.0	25.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TRIM9	4.666883434024095	0.3232153698906761	0.49050799536033596	0.317653339324214	0.305243	57.0	29.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
FAM198B	2.2587719394276196	0.3232316695347389	0.4904860945856607	0.323231669534739	NA	60.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ZDHHC18	4.66661348592875	0.3232459094746692	0.4904669622057108	0.285780729253626	0.339332	28.0	29.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CST7	4.66582074495407	0.32333560692233315	0.4903464666275872	0.105153559877622	0.922584	19.0	11.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RUNX1	4.664996491899035	0.3234288914576516	0.4902211877685338	0.84335229191417	0.11508	36.0	21.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TGM3	4.664568761631647	0.3234773083294034	0.490156179332136	0.636499031040692	0.152512	79.0	50.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
HECTD2	4.663486700527974	0.32359981850597463	0.4899917306378735	0.928913573114758	0.104559	26.0	20.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NDUFAF5	4.662665977184474	0.3236927654593836	0.4898670069804345	0.573844024040076	0.169325	33.0	28.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
C20orf96	4.662487208331277	0.32371301392873736	0.4898398407153495	0.246969456039505	0.393469	50.0	30.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LY6G6F	4.66240956330328	0.3237218088082399	0.48982804163534	0.312065989976491	0.311404	30.0	20.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
F13A1	4.662316003027189	0.3237324066724862	0.4898138241235763	0.184060727236396	0.527995	78.0	52.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GUCA1C	4.661227320260624	0.32385574597863015	0.48964839311472136	0.321762747882858	0.302198	21.0	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CSPP1	4.66086733342452	0.32389653812660074	0.48959369379454376	0.473336264798232	0.205464	126.0	81.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SLC22A17	4.660827388049334	0.3239010648217592	0.48958762424837793	0.308447998911911	0.315306	58.0	40.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
YWHAE	4.65921475684435	0.3240838547370302	0.48934260418306685	0.132348820765132	0.735435	4.0	6.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
H2BC10	2.253505075064845	0.32408400000000004	0.48934240952081776	NA	0.324084	NA	9.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
DNAJC25-GNG10	4.659198402292022	0.3240857089379074	0.48934011943446276	0.605650832421485	0.160711	7.0	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CTD-2192J16.17	2.253410032077651	0.324099401321675	0.48932177119837666	0.324099401321675	NA	44.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
OR51E2	4.658608937704315	0.3241525453890385	0.48925056377548903	0.196308741542777	0.495971	41.0	17.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LOC101929130	2.2530299460604586	0.32416099999999987	0.4892392365684193	NA	0.324161	NA	4.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ANGPTL5	4.658165562575265	0.3242028248932355	0.4891832053104551	0.547897973528581	0.177743	42.0	24.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SLC27A6	4.657003405470948	0.3243346457020633	0.489006657143979	0.294603662242939	0.330755	62.0	30.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ASPN	4.656433411384856	0.3243993147967577	0.48892007178610164	0.177194554948374	0.55007	28.0	27.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NUP50	4.655934060325039	0.32445597767650813	0.4888442201244064	0.134390163945872	0.725453	47.0	42.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PDLIM7	4.655674227140637	0.32448546492861435	0.48880475230791554	0.529040597712934	0.184308	93.0	70.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SPATA31A6	2.2509764659870517	0.32449400000000006	0.4887933290361296	NA	0.324494	NA	94.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SPATA8	4.655105523029477	0.3245500121226302	0.4887183703110386	0.182551807051395	0.534282	12.0	13.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ZFPL1	4.654929817293331	0.32456995661737414	0.48869168253549167	0.278990791917589	0.349627	39.0	32.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
FGF5	4.652546392899397	0.3248405997064568	0.4883296964057189	0.810562699624251	0.120483	36.0	23.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
IGSF9B	4.650859037492802	0.32503231383476217	0.48807346049033806	0.260389734945644	0.375366	127.0	76.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ETHE1	4.650420488385319	0.32508215605129676	0.48800686852645514	0.246032881794182	0.397357	36.0	20.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GCG	4.650399875810754	0.3250844988758609	0.4880037386342265	0.635077922493766	0.15394	15.0	11.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ROGDI	4.650251990312686	0.3251013079403745	0.4879812832564274	0.321549962136478	0.304062	43.0	60.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CFAP44	4.650077181679299	0.325121178074602	0.4879547400659412	0.915720044006326	0.106779	161.0	96.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CISH	4.649905657016398	0.3251406758887988	0.4879286958098749	0.194548121229568	0.502642	41.0	20.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ISG15	4.64949141777886	0.32518776785571285	0.4878657990333146	0.581206362264813	0.168285	28.0	19.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
BCHE	4.649144240130351	0.32522724034021405	0.4878130859746954	0.631244951200549	0.154972	68.0	46.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CDH5	4.648970316752873	0.32524701608756845	0.4877866790942714	1.0	0.0978338	80.0	53.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
B4GALT4	4.648874488212591	0.32525791257458103	0.4877721295221664	0.142578679243182	0.686207	34.0	10.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
OR13C8	4.648809788046377	0.32526526967967967	0.48776230619769645	0.613792872757014	0.159405	26.0	17.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SLC52A3	4.648344724378688	0.3253181564137362	0.48769169752278707	0.241768857112315	0.404785	49.0	30.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SNAPC1	4.648310202355795	0.3253220825148167	0.4876864562729145	0.810740407576993	0.120712	37.0	36.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SRSF4	4.648242092648075	0.3253298285703393	0.4876761156618663	0.865978524737946	0.113016	44.0	25.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RASL11B	4.647937710520752	0.32536444751131766	0.4876299040518889	0.419916968124807	0.233104	16.0	8.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RP1-66C13.4	2.245497377152733	0.3253841845193731	0.4876035600128284	0.325384184519373	NA	7.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LSM5	2.245435961218883	0.32539417655956604	0.4875902237122425	0.325394176559566	NA	9.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PKNOX1	4.6471638870181655	0.325452471944524	0.48751242546550166	0.568812473052721	0.172152	30.0	15.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
FAAP20	4.6470976773360615	0.32546000436887124	0.4875023740670463	0.872146192264568	0.112281	56.0	32.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TCEB3B	2.2447157788254577	0.325511369236766	0.4874338380925283	0.325511369236766	NA	103.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
C1orf21	4.646547190396439	0.32552263667968595	0.48741880542682636	0.461680313261247	0.212165	8.0	3.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ICAM1	4.6464927150353095	0.3255288352130803	0.48741053576162974	0.187016748913544	0.523777	61.0	38.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CAMK1	4.6464145276961695	0.3255377320056434	0.48739866653623387	0.271146242893262	0.361277	44.0	28.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
IFT46	4.646114863706489	0.3255718320508247	0.4873531766147645	0.676393571637331	0.144847	33.0	15.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GRHPR	4.64514443498566	0.3256822812508483	0.4872058685898905	0.281226253392554	0.348549	31.0	28.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GIPR	4.644673100757377	0.3257359370976154	0.48713432487935515	0.353722995593523	0.277178	56.0	32.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SLC45A1	4.643161890434616	0.3259080191375143	0.4869049533601847	0.394249070599653	0.248874	112.0	51.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CR1L	4.64286168449307	0.3259422125054084	0.4868593907745267	0.270466451569808	0.362829	56.0	35.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PDZRN3	4.642846545995713	0.3259439368531577	0.4868570932116374	0.150902202556088	0.650314	90.0	67.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GGT2	4.641858541388872	0.3260564914017436	0.4867071490774583	0.281745256557398	0.348479	5.0	9.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
EIF2B4	4.641524122282074	0.326094595955694	0.48665639826877094	0.354023641486549	0.277379	52.0	38.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
JRK	4.641475307116593	0.32610015838168577	0.4866489902640355	0.51171202965301	0.191907	86.0	29.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TMPRSS12	4.641415438753968	0.3261069804109159	0.48663990489997266	0.537803858056116	0.182602	38.0	27.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PRAC2	4.6410738189324885	0.32614591038046814	0.48658806282700995	0.630230773044322	0.155849	18.0	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PPP2R5C	4.640736375335593	0.32618436815514495	0.48653685563980026	0.195645282287788	0.50212	46.0	22.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CYP24A1	4.63926387065944	0.32635222979443423	0.4863134156503691	0.61370341215612	0.160191	80.0	44.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NUBP2	4.638933580725124	0.3263898916291891	0.48626329991095624	1.0	0.098326	60.0	38.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CD68	4.636160179517837	0.3267062727183278	0.48584252704643616	0.194977065722821	0.504995	30.0	22.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SPAG5	4.635423675463066	0.3267903327713065	0.48573079940454233	0.894264006319923	0.110145	93.0	52.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LRRC37A2	2.2363365327695957	0.326878	0.48561430793024307	NA	0.326878	NA	8.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NR2C2	4.634619464368587	0.32688214059299664	0.4856088067178607	0.194271369065737	0.50722	36.0	14.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
FOXO6	4.6343182995811665	0.326916526623207	0.4855631239597349	0.122573682479594	0.804032	15.0	27.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LOC574538	2.2353027750526557	0.3270469999999999	0.48538983029419713	NA	0.327047	NA	28.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SLC6A16	4.6331695787094915	0.3270477109167504	0.4853888862498052	0.311540660135559	0.316523	71.0	50.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ZEB1	4.632969906376859	0.3270705179305989	0.4853586013262844	0.110010072599303	0.89646	70.0	43.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TBX21	4.6325532007690695	0.32711811913180994	0.4852953995588332	0.26056751919639	0.378559	28.0	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
C15orf40	4.632285715869978	0.32714867749234283	0.48525483100963107	0.526932586773595	0.187222	30.0	22.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ZNF221	4.632031261865552	0.3271777493158511	0.4852162394687135	0.218867054860485	0.450803	64.0	37.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ARL6IP5	4.631409889442423	0.3272487510557699	0.4851220022581001	0.173455905766601	0.569001	20.0	15.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
APOL1	4.631227289945431	0.3272696183523741	0.4850943099817818	0.907462423088377	0.108771	62.0	35.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CWC27	4.630813328167617	0.3273169295187381	0.485031531488741	0.183871319367624	0.53693	39.0	24.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PPM1E	4.630395297046917	0.3273647114109963	0.48496813758586627	0.174971365639099	0.564359	37.0	28.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
COL11A1	4.629984010123728	0.3274117279635811	0.48490576811698227	0.164038308835319	0.602097	148.0	76.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TSEN34	4.629669766292875	0.32744765466851916	0.48485811584189226	0.168916134538025	0.584802	17.0	17.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NCL	4.629544912752329	0.327461929749101	0.48483918318653374	0.159089446834368	0.620963	45.0	45.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
EIF3K	4.629457987525454	0.3274718686096964	0.4848260020304409	0.197082165746883	0.501278	19.0	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ZC3H3	4.628394425571375	0.32759349407246896	0.4846647318093083	0.45104451816198	0.219148	132.0	68.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
WWP2	4.627810949845887	0.3276602340503729	0.48457626286061783	0.194718864959407	0.50778	68.0	45.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
UBLCP1	4.62772550359202	0.3276700086175027	0.48456330743664566	0.409969813879501	0.241185	9.0	6.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
FAM124B	4.626905762028917	0.3277637944560923	0.4844390212851927	0.181147630251402	0.546069	50.0	21.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CPZ	4.626586684938221	0.32780030565839985	0.48439064580611	0.177080839544833	0.558699	167.0	111.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TRIM45	4.626579410560174	0.3278011380860444	0.48438954294480285	0.423794491428187	0.233451	61.0	40.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NDFIP1	4.6263951929478235	0.3278222192011431	0.48436161406807465	0.267359384580806	0.37008	8.0	7.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TDRD3	4.626357561871407	0.327826525684228	0.4843559089344805	0.156005819112404	0.634247	68.0	35.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GMEB1	4.625843921073826	0.32788531110000185	0.4842780388082355	0.301798003983457	0.32794	24.0	13.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TNNI3	4.623717129305684	0.3281288104345268	0.48395563592477164	0.159275648684349	0.622047	17.0	9.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ANKRD33	4.623240867903673	0.3281833584023977	0.48388344502957037	0.133990077902516	0.739611	41.0	30.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RPL32	4.622842840441429	0.3282289516038281	0.48382311442478576	0.596980533363406	0.166036	12.0	11.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
COPS8	4.6227916878217705	0.3282348114012292	0.48381536113261686	0.654448666317327	0.15146	12.0	8.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CRYGD	4.622769612753514	0.3282373402408474	0.483812015183854	0.34049385155742	0.291118	25.0	14.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GET3	2.22795343869076	0.328251	0.4837939421803859	NA	0.328251	NA	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CRYBA1	4.622343944764804	0.32828610631602234	0.48374749703906395	0.508983973798311	0.19479	22.0	14.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LYPLAL1	4.621794397321936	0.32834907318126455	0.4836642052415633	0.194813665990888	0.509062	22.0	17.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GPR152	4.621643859822621	0.3283663234036325	0.4836413896461724	0.709262339812434	0.139835	59.0	42.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CAPZA2	4.62081945387494	0.32846080585683957	0.48351644593870485	0.221283377710986	0.448387	14.0	9.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
C12orf54	4.620409563755424	0.328507790237219	0.4834543271181386	0.149972612172869	0.661727	9.0	5.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PRLR	4.619772516028295	0.32858082380058473	0.4833577858814881	0.326785530469325	0.303785	51.0	33.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TMEM218	4.618722725862001	0.32870120450416046	0.48319870447160995	0.393842294903646	0.252194	16.0	6.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RBM17	4.618383176275744	0.32874014873321933	0.483147252692014	0.121250232484271	0.81931	20.0	21.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
C10orf11	2.224742495541524	0.328778420916197	0.48309669473467676	0.328778420916197	NA	19.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GOLT1A	4.618009010415146	0.32878306757543124	0.483090556849475	0.637246521119212	0.155921	17.0	13.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
C10orf142	2.224022356394334	0.32889682533765885	0.4829403185057635	0.328896825337659	NA	11.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RMI2	4.616441058248226	0.3289629696553664	0.48285298648606845	0.111703034503887	0.8902	16.0	19.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
HIST1H1B	2.223178237697987	0.329035668615368	0.48275702045981583	0.329035668615368	NA	35.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ENOSF1	4.6155545156198565	0.32906472425278555	0.4827186715904227	0.0994821291173211	1.0	52.0	58.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CAMK2N2	4.615367319231809	0.3290862133389542	0.48269031155622855	0.191449718286311	0.519674	5.0	6.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RBKS	4.614881282810081	0.3291420128916607	0.48261667922955087	0.354194758992457	0.280963	40.0	26.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CELA3A	4.614626454423746	0.3291712716091212	0.4825780748147587	0.164581408385333	0.604736	32.0	23.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
STX3	4.614414503520587	0.3291956088571176	0.48254596647872916	0.566040856731179	0.175851	42.0	21.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LIN54	4.613994576724611	0.32924383123857875	0.48248235329599753	0.29221945397027	0.340702	32.0	19.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LRP6	4.613833734886872	0.329262303064042	0.4824579884147806	0.403390874642203	0.246827	129.0	84.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
HEXIM1	4.6117379557590565	0.3295030690293993	0.4821405359824883	0.173969766038167	0.572928	23.0	19.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TEKT4	4.6112811075939595	0.32955557134193725	0.48207134194337276	0.715890566111474	0.13926	92.0	65.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SLC34A3	4.611250108165474	0.3295591341319807	0.48206664685754563	0.12739557599848	0.782574	109.0	83.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
EMC1-AS1	2.2194597209640676	0.329648	0.48194955481061286	NA	0.329648	NA	58.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
COL6A2	4.609899996121104	0.3297143339706942	0.4818621719679838	0.315224383183527	0.316485	176.0	136.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SSH2	4.609624547595574	0.3297460049746875	0.48182045742817337	0.374786476673186	0.266225	94.0	78.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LOC107986876	2.2184649676605717	0.3298119999999999	0.4817335468753312	NA	0.329812	NA	5.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CXCL11	4.607638053726056	0.3299744846820108	0.48151964069854214	0.704527825903883	0.141764	8.0	5.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ATP13A5	4.607298570949201	0.3300135436783906	0.48146823641274517	0.175173628213948	0.570255	110.0	76.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
USH2A-AS2	2.2169374078629698	0.3300639999999999	0.48140184147989334	NA	0.330064	NA	23.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SURF4	4.606402654732699	0.3301166408227741	0.481332582802833	0.74132776163571	0.13481	23.0	6.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GDF2	4.606385374274461	0.3301186296204129	0.48132996639053627	0.0999392590404758	1.0	48.0	30.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ICK	2.2164309115208227	0.3301475986894981	0.4812918571966438	0.330147598689498	NA	52.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RCAN1	4.60591432440642	0.330172846213887	0.48125864647111266	1.0	0.0999628	32.0	29.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CYP2A6	4.605664505242036	0.3302016026706709	0.4812208231709249	0.283082989561411	0.353166	76.0	46.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SLC23A3	4.604810218384204	0.33029995421117564	0.48109148651396005	1.0	0.100018	50.0	23.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ZNF260	4.604353336384143	0.3303525634500757	0.48102231883022645	0.368085489084739	0.271787	32.0	14.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GRN	4.603604687183539	0.33043878391681974	0.4809089848003673	0.107513163369548	0.930847	63.0	46.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
