GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
ZNF84	-0.8458655572269138	0.39762774862412253	0.4005233157892305	NA	0.397627748624123	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
DENND1C	-0.8458226670150564	0.3976516784626548	0.4004971800777395	NA	0.397651678462655	NA	NA	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
MBOAT2	0.8454547434368123	0.3978569906086902	0.4002730066965122	NA	0.39785699060869	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
IRS1	0.8454093306164473	0.3978823367229535	0.4002453401550008	NA	0.846255849367845	0.164685	NA	2.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
BUD13	0.8453757180249346	0.3979010974393711	0.4002248630370603	NA	0.397901097439371	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PSTPIP2	-0.8451843146432093	0.39800793853479666	0.40010826554572576	NA	0.398007938534796	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CRLS1	0.8451807385647351	0.3980099348612085	0.40010608721889734	NA	NA	0.39801	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
EBLN2	0.8448550381635208	0.3981917806428764	0.39990770879450793	NA	0.398191780642877	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
FBXO43	-0.8446666055518557	0.3982970096156555	0.3997929542291226	NA	0.398297009615656	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
RMND5A	-0.8446510344908758	0.39830570592317327	0.3997834720661965	NA	0.398305705923174	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TBC1D8	-0.8443250171542754	0.39848781014906787	0.39958495925147347	0.978048	0.221869709785009	NA	3.0	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CCL24	0.8442185413588094	0.39854729543075196	0.3995201336761457	NA	0.398547295430751	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
C10orf76	-0.844146826707234	0.3985873635712629	0.3994764738700084	NA	0.398587363571265	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
HEATR6	-0.8440867288990266	0.39862094306085605	0.39943988773079553	0.898814	0.286170913725386	NA	3.0	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
VILL	-0.8440026255582318	0.3986679384375641	0.3993886896436867	0.538763	0.562646905407831	NA	5.0	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
NHLRC3	-0.8437767911919389	0.39879414697083415	0.39925122437473204	NA	0.398794146970834	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
WHSC1	0.8436067989174554	0.39888916377066497	0.399147761580678	NA	0.398889163770668	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ZNF765	-0.8434558896555844	0.3989735255817676	0.39905592154436426	NA	0.396111993350591	0.730665	NA	5.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
NPAP1	0.8432696244095078	0.3990776670232071	0.3989425752978315	NA	0.399077667023207	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
RUBCN	-0.8428072872367385	0.3993362317772735	0.3986612844786208	NA	0.399336231777274	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
GOLGA1	0.8426676396148988	0.39941435033892525	0.39857633565698025	NA	0.30875162877429	0.86197	NA	4.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
S100A12	0.842624770486405	0.39943833307605425	0.39855025933373467	NA	0.399438333076052	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CYTL1	-0.842228036566037	0.3996603233018564	0.3983089646404876	NA	0.399660323301856	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ZNF658	0.8421777353051528	0.39968847438808086	0.39827837508697295	NA	0.184837918619992	0.011835	NA	13.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CD2BP2	-0.8419881634496924	0.3997945789389795	0.398163099044438	NA	0.39979457893898	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
COIL	-0.8419067668088798	0.39984014234454257	0.3981136066071851	NA	0.399840142344542	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PDE1B	-0.8418961013883303	0.3998461127594206	0.3981071217683631	NA	0.399846112759421	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
LRRC56	-0.8418722620448219	0.3998594580220687	0.3980926269989382	0.693014	0.426137362951518	NA	2.0	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
SLC35G2	0.8418069235999381	0.39989603585146993	0.39805290098367047	NA	0.39989603585147	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
C8orf76	-0.8417995269284637	0.3999001767897946	0.39804840387144136	NA	0.399900176789795	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PRPF8	-0.8415904947694497	0.40001721161153014	0.3979213218042931	NA	0.400017211611532	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
KLHDC2	0.8415887637401448	0.4000181808818878	0.3979202694789291	NA	0.400018180881885	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
P2RX5	0.8414617601837139	0.4000892989447584	0.39784306439554107	NA	0.382804510806676	0.751042	NA	7.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
P2RX5-TAX1BP3	0.8414617601837139	0.4000892989447584	0.39784306439554107	NA	0.382804510806676	0.751042	NA	7.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CALML6	0.84127972366779	0.4001912470170188	0.39773241448486596	NA	0.400191247017017	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TMX2-CTNND1	0.8412258438684442	0.40022142495574453	0.39769966609711815	0.189192	NA	0.901869	3.0	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
FBXL18	0.8411677113531995	0.4002539863638951	0.3976643339939939	NA	0.196836988548666	0.919531	NA	2.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
GBA3	-0.8411191878061101	0.4002811667790548	0.3976348429609571	NA	0.400281166779055	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CA8	0.840495279947814	0.400630746954161	0.3972557232398757	NA	0.400630746954161	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PRMT7	0.840203015404099	0.4007945680027717	0.39707817312486343	NA	0.197060095267374	0.918958	NA	5.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CLASRP	-0.8401850257275412	0.400804652947795	0.39706724537977667	NA	0.400804652947797	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
AKAP6	0.8400548314275228	0.4008776439262064	0.396988162732289	NA	0.400877643926209	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
GMIP	0.8400261574563522	0.4008937205200328	0.39697074635575785	NA	0.245432751038747	0.978889	NA	5.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CARS2	0.8399000506198121	0.4009644292536422	0.39689415322537147	NA	0.366075366156886	0.77645	NA	3.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
HDAC11	0.8394815825752021	0.4011991200391858	0.39664002820033584	NA	0.989599544011736	0.240325	NA	5.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PRICKLE4	-0.8393609519940058	0.4012667889898027	0.3965667833394935	NA	0.244309618600777	0.981847	NA	8.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
DDX51	-0.8392680015452654	0.4013189351627727	0.39651034875681007	0.236733	0.629875202762979	0.451831	2.0	8.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ABCC2	-0.8389157814286979	0.40151657124202655	0.39629652597569487	0.775846	0.3672321354549	NA	4.0	16.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
DEPDC5	-0.8386979430112376	0.4016388329328654	0.39616430354946547	NA	0.401638832932866	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
EIF4A1	0.8386726530622218	0.4016530283500277	0.3961489542308935	NA	0.401653028350027	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
GTPBP3	-0.8384035525778248	0.40180409489415336	0.3959856415527454	NA	0.401804094894152	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TNFRSF18	0.8382728119228161	0.401877501859101	0.39590630605463906	NA	0.401877501859101	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ABCD3	-0.8381216277761273	0.40196239726379046	0.39581457235002226	NA	0.401962397263791	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
UNC13C	0.8380888720046885	0.4019807922403835	0.3957946982172855	NA	0.401980792240384	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ITGAL	-0.8380027642024178	0.40202915104353343	0.3957424551783525	NA	0.402029151043531	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TBX6	0.8379206559004755	0.4020752669468455	0.395692641044988	NA	0.485951076015474	0.625382	NA	5.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CNTD2	-0.8377386600575921	0.40217749572497896	0.3955822344749771	NA	0.40217749572498	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PPIE	-0.8376347163523483	0.4022358888762545	0.39551918275577425	NA	0.288199240482649	0.902492	NA	4.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
RP11-310K10.1	0.8374850797919563	0.4023199601367953	0.39542842041847426	NA	0.402319960136795	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PCDH20	0.8374850797919563	0.4023199601367953	0.39542842041847426	NA	0.402319960136795	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
FAM207A	-0.8373549819724929	0.40239306238474526	0.39534951551176045	NA	0.402393062384743	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
FAM172A	-0.8372767620481254	0.4024370181641458	0.3953020775421275	NA	0.402437018164148	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
SLC25A34	-0.8362579475783074	0.4030098050824088	0.39468438750310153	NA	0.403009805082409	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
NUSAP1	-0.8360408516103622	0.40313192155002275	0.3945528113628577	NA	0.254666998224621	0.965499	NA	4.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ZDHHC12	0.8359733148010992	0.4031699155213315	0.39451188234263584	NA	0.403169915521331	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TP53INP2	-0.8359087139491149	0.4032062598276547	0.39447273403399785	NA	0.403206259827652	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CABP2	-0.8355701393929761	0.4033967732734808	0.39426757998325956	NA	0.403396773273481	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
VPS16	-0.8355186663853805	0.4034257414819402	0.39423639410815103	NA	0.403425741481943	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
C7orf43	-0.8354430593102471	0.40346829422741437	0.3941905877897287	NA	0.403468294227415	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
SCO2	-0.8353245833977029	0.4035349795750346	0.39411881341284244	NA	0.403534979575033	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
HMGB4	-0.8350751684460879	0.4036753868367665	0.39396772987342915	NA	0.403675386836767	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ZNFX1	0.8348940582314418	0.40377736051886304	0.39385803526203705	NA	0.403777360518863	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
RNF148	-0.8347411389026997	0.4038634733955131	0.3937654239285798	NA	0.290056351828549	0.9025	NA	2.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
GJD4	0.8345034204883865	0.4039973606835354	0.39362147212781273	NA	0.403997360683535	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
LIM2	-0.8343526624085548	0.4040822841112971	0.39353018960031794	NA	0.404082284111297	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
OR5A1	0.8343502025855868	0.4040836698410163	0.3935287002656893	NA	0.404083669841016	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ZNF776	-0.8342497069558902	0.4041402860137031	0.39346785551777885	NA	0.404140286013703	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
LGALS4	0.8339706041095015	0.40429754894237835	0.3932988915726493	NA	0.199529629767941	0.917582	NA	5.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
GSTA5	0.8339077105448789	0.4043329919233525	0.3932608205617457	0.637891	0.270961810401315	0.898838	2.0	7.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
SCUBE1	-0.8338553593218324	0.40436249530060986	0.39322913211003924	NA	0.40436249530061	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TIMD4	0.8336864687996972	0.40445768506179336	0.393126908181383	NA	0.715677052929998	0.415205	NA	6.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
SPATA9	-0.8334961526980426	0.40456496673043074	0.39301172763144787	0.795088	0.358078911555543	NA	2.0	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
BTN3A3	0.8332535154179035	0.40470176666042534	0.3928648997616345	NA	0.652668423262778	0.466407	NA	4.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
SLC1A7	-0.8331905781816848	0.4047372554598302	0.3928268176100713	NA	0.404737255459832	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PINLYP	0.8331277408916293	0.4047726897585936	0.39278879727314087	NA	0.404772689758594	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TSSK3	0.8328892971419853	0.4049071663957097	0.3926445366458386	NA	0.40490716639571	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
IQGAP3	-0.8326647748182823	0.4050338160935363	0.3925087162180833	0.309142	0.169694921473827	0.277455	4.0	19.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
MMRN1	-0.8325728281465934	0.4050856886755865	0.39245309979101384	NA	0.405085688675587	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
GPR179	0.8324724794336066	0.4051423058804916	0.39239240443149453	NA	0.447784009483037	0.0528184	NA	13.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
BCAS3	-0.8324175445395252	0.4051733024035383	0.3923591788122758	NA	0.405173302403538	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
RP11-51F16.8	0.8319392126292314	0.4054432568106142	0.3920699182183241	NA	0.405443256810616	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
IL18	-0.8319330038593616	0.40544676153748194	0.39206616411233	NA	0.405446761537482	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ZNF528	0.8319090240158157	0.40546029785129045	0.39205166492570964	NA	0.297940416668951	0.892109	NA	11.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
MED16	-0.8318790034213387	0.4054772444720889	0.3920335135305242	0.570746	0.0812625452915316	NA	4.0	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
SYPL2	-0.8316896479060457	0.40558414538374454	0.39191903026972047	NA	0.405584145383744	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
KNTC1	-0.831664173143084	0.4055985284804893	0.3919036293008615	NA	0.744745490711256	0.395005	NA	18.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
THRB	0.8316114841760274	0.4056282777324697	0.39187177646788635	NA	0.40562827773247	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
GREM2	0.8316114841760274	0.4056282777324697	0.39187177646788635	NA	0.40562827773247	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ZNF777	0.8316114841760274	0.4056282777324697	0.39187177646788635	NA	0.40562827773247	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CNTNAP1	0.8315123251026354	0.4056842684774661	0.3918118329313497	NA	0.405684268477466	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ZCCHC8	0.8314410904043129	0.40572449441199765	0.39176877226400225	NA	0.405724494411998	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
RBM43	-0.8314202066915374	0.405736287808399	0.39175614859298186	NA	0.405736287808399	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
BUB3	-0.8313152170552757	0.40579558038735286	0.39169268727762885	NA	0.405795580387352	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
VIPR1	0.8312179534932481	0.40585051430730057	0.3916338993440825	NA	0.69489708503291	0.433451	NA	5.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
SLC22A10	0.8310978160485785	0.4059183734002013	0.3915612904276564	0.142453	0.770768812734357	NA	4.0	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TNFRSF13B	0.8310518636747448	0.4059443311825194	0.3915335189299306	0.633624	0.098551325561403	NA	2.0	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PIAS2	0.8309334801704927	0.40601120875204755	0.39146197668889304	NA	0.406011208752045	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
FANCE	-0.8308997498430046	0.4060302649956288	0.3914415934407408	NA	0.406030264995627	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PPP1R3G	0.830743709178483	0.4061184284843491	0.39134730303034093	NA	0.406118428484349	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
OR11H4	-0.8306318972963834	0.4061816095946609	0.39127974373860647	NA	0.40618160959466	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CHRNE	0.8305898843724409	0.4062053511927971	0.39125435966534394	NA	0.42430084117751	0.707177	NA	9.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PNISR	-0.8305160839628671	0.4062470579766918	0.3912097711431982	NA	0.406247057976691	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ACTL7A	-0.8303783667696107	0.4063248928526816	0.39112657049318594	NA	0.283334582425332	0.919174	NA	5.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
MRM1	-0.8302305430195345	0.40640844964844414	0.3910372712026182	NA	0.406408449648446	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TMEM55B	-0.8301357768227108	0.40646202126467124	0.3909800275009947	NA	0.406462021264672	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PFKFB3	0.8301307560741719	0.4064648596264896	0.3909769947931231	NA	0.40646485962649	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ARSI	-0.8299257426691051	0.4065807692253377	0.39085316681168136	NA	0.406580769225336	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TTC32	-0.8299147488534271	0.4065869854188493	0.390846526955329	NA	0.406586985418849	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TMEM169	0.8298755135212397	0.40660917057348533	0.39082283060563533	NA	0.406609170573483	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PRELP	-0.829786696907849	0.4066593935457017	0.39076919135117894	NA	0.283057088326437	0.92033	NA	2.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
IFT172	0.8293504703878323	0.4069061195131355	0.3905057786873831	NA	0.406906119513135	NA	NA	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
KRTAP29-1	0.8293354580392771	0.40691461195750633	0.39049671472136294	NA	0.406914611957507	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ZNF554	-0.8292740990202514	0.4069493236853896	0.3904596689420233	NA	0.40694932368539	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
USP39	-0.8291289281745594	0.4070314560679529	0.39037202647787406	NA	0.407031456067952	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
RP11-561B11.2	-0.829051925359109	0.40707502547212615	0.39032554127659047	NA	0.407075025472128	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
KIAA0391	-0.829051925359109	0.40707502547212615	0.39032554127659047	NA	0.407075025472128	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
SCN5A	-0.8287443380146962	0.4072490909753267	0.39013987641132564	NA	0.407249090975326	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
MSH3	-0.8284215167691722	0.40743182516159004	0.389945050563541	0.54467	0.430836691479599	0.967022	2.0	11.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
VDAC2	-0.8283842770717332	0.40745290797746736	0.3899225783040221	NA	0.407452907977466	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
HNRNPCL1	-0.8283177504249136	0.40749057287337986	0.3898824340318063	NA	0.407490572873379	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TCAIM	-0.8280418836407405	0.40764678046292235	0.3897159833232907	NA	0.407646780462923	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
APPBP2	-0.8274119816623535	0.40800359170991507	0.3893360137411719	NA	0.408003591709914	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
FKBP2	-0.8268578243475866	0.40831765080764826	0.38900184593378817	NA	0.408317650807647	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
NOP58	-0.826706986832366	0.4084031602898951	0.38891090593098354	NA	0.408403160289895	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ERF	-0.8266286329271535	0.40844758316865293	0.3888636693671723	NA	0.408447583168653	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
HIST1H3A	0.8262188922568717	0.4086799331965323	0.3886166862814807	NA	0.408679933196532	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CCNT1	-0.8262036283268246	0.4086885903732549	0.3886074866023367	NA	0.408688590373257	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
GDAP2	-0.8261867776661259	0.4086981476158813	0.3885973306809297	NA	0.323082878685633	0.856947	NA	9.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ZSCAN2	-0.826051668851868	0.4087747825205055	0.3885159038469148	0.532952	0.58595301938135	NA	2.0	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
HIST2H3PS2	-0.8258849834363884	0.4088693397359189	0.38841545506744357	NA	0.40886933973592	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
USP16	-0.8258669349429086	0.40887957905698147	0.38840457916034304	NA	0.292994799099369	0.907353	NA	9.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TMEM268	0.8258442451419742	0.4088924517139252	0.38839090658738096	NA	0.315998090391255	0.868783	NA	3.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PPP2R1B	0.8256891797602975	0.4089804317706429	0.3882974709103485	0.877437	0.15258982818714	0.877195	4.0	8.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
